"Response","tweets"
"negative"," southwestair gary kelly should be ashamed of himself running a corporation in this way"
"positive"," united i ll stick with my united flight  thanks  though  effort is much appreciated "
"positive"," jetblue  jayvig  roxydigital awww     r to the t  realtime appreciation from jetblue  rockingthetweets  jvmchat"
"negative"," united back at the denver airport and ready for round two today  ready to get home "
"negative"," americanair is aa951 to s  o paulo taking off today  your colleagues won t tell us any thing"
"negative"," jetblue how about free wifi on flt 1254 out of pbi to make up for 2 5 hr delay  treat us right "
"positive"," united thanks  we did "
"positive"," jetblue great thanks"
"negative"," americanair  cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions  stop understaffing "
"negative"," usairways no my flight plans have been delayed until tuesday due to your computer crash"
"neutral"," southwestair question all   when will i receive my yearly bonus point accumulation  i think it s around now but not sure   thanks    "
"neutral"," southwestair still there  i was posted up in downtown waiting for y all  on my way "
"positive"," americanair yes yes yes so glad to be headed home "
"negative"," united absolutely disgusting the way you treat your customers  isn t there anyone actively monitoring your cust serve  this is  unreal  "
"neutral"," united i just had an interview how long does it take before you hear back"
"negative"," americanair really they closed the gate at 10 30 instead of40 i got there at 10 39  if u wudda put in my ktn like i asked  i wudda made it "
"negative"," southwestair yes  very much so  i was looking forward to using your airlines for future flights but never again "
"positive"," southwestair great  blackhistorymonth commercial  thx   atl  singer  musician  life  blacklivesmatter"
"negative"," usairways what s happening with 1217 phl to lax  now 3 hr delay  poor communication "
"negative"," united just like clockwork  friday afternoon flights from las to den running late flight  why does this seem to happen so consistently  keepit100"
"neutral"," virginamerica if you d love to see more girls be inspired to become pilots  rt our free woaw event march 2 8 at abq  http   t co rfxlv1kgdh"
"neutral"," southwestair seems like you could make more money by opening up seats on a more desirable flight "
"positive"," jetblue fyi  i m onboard  616 comfortably travelling to jfk  seat was no problem as you said  thanks for making flying more civilized "
"positive"," southwestair southwest is definitely my favorite airline to fly   d"
"positive","    southwestair  companion pass  because everyone deserves  redcarpet treatment and a  1  even if it s your mom   http   t co qjkl4abprg   "
"neutral"," americanair  usairways she s on manch to charlotte fl 4628 told her she could get on a 4pm flight to west palm beach  nothing earlier "
"negative"," southwestair  matt e boss how long did you have to hold  we waited 35 minutes and gave up"
"negative"," jetblue why don t you tell them to update the boards  "
"negative"," americanair your customer service is a disgrace "
"negative"," usairways  askpaypal when will it be marked  completed   i m scared i m going to lose my reservation or my money is going to be refunded "
"positive"," united as u might imagine  this former pilot was particularly touched by the gesture  please let the fo know  keepingtraditionsalive"
"negative"," southwestair i think i get a faster response on twitter than i do when i call   what s up with that "
"negative"," americanair my ex boyfriend picks up my calls more than you do   cancelled flightedflight  nocustomerservice  americanairlines  fail"
"positive"," jetblue i love you"
"neutral"," usairways what is your policy around bringing a breast pump on board "
"negative"," southwestair my husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago "
"negative"," usairways thanks for taking my flight off the board and not providing and updates about my flight which is 26 minutes late flight "
"neutral"," jetblue i know you guys are super busy but is flight 1222 an a320 or e190 "
"positive"," americanair thanks"
"negative"," united when a 2 hour flight turns into a 3 30 ordeal   sigh"
"positive"," united be   chicago s hometown airline  care about your neighbors  savethediagonals  flyquiet  ordnoise"
"negative"," united you are terrible "
"positive"," united thanks  just dmed hn "
"negative"," americanair they don t even give an option to hold   just say lines are busy plz try late flightr"
"negative"," united waiting for flight 4567 to memphis  incredibly rude gate agent waited until after departure time to announce delay   1 of 2   rude"
"negative"," usairways you landed me at  bwi instead of  reagan airport  and have no plans for me to make it home to dc  how do you suggest i get home "
